142060210779979777,2011-12-01 01:59:28 +0000,@kennyadr Oh ok lol,
142058978799661057,2011-12-01 01:54:34 +0000,@kennyadr Have you tried this http://t.co/Js60ubmv,http://c.dlnz.me/CFBZ
141757636835164161,2011-11-30 05:57:09 +0000,@addison Imagine Instagram this pretty!,
141750122001334273,2011-11-30 05:27:17 +0000,@dtrinh Dude, you outdid yourself with the design!! It's absolutely beautiful!,
141748315581714433,2011-11-30 05:20:06 +0000,RT @dwaldron: Everyone needs to give @path another try if you given up on the previous version. It's so much more useful now.,
141740895463677952,2011-11-30 04:50:37 +0000,Path 2.0 @path just launched and it's stunning!,
141739494704553986,2011-11-30 04:45:03 +0000,@dtrinh http://t.co/y4QnGwNv,http://c.dlnz.me/CCqV
141619980616728577,2011-11-29 20:50:09 +0000,RT @SteveStreza: Open this on your iPhone to get a feel for the Metro UI in Windows Phone 7. Very close to accurate. http://t.co/EHXNMADn,http://m.microsoft.com/windowsphone/en-us/demo/index.html
140089423688765440,2011-11-25 15:28:15 +0000,@MathieuWhite Awesome! Which model did you get?,
139747842297298944,2011-11-24 16:50:56 +0000,Happy Thanksgiving!,
139171275301072896,2011-11-23 02:39:52 +0000,Sweet! I got the @c username on @instagram!,
139155685861638145,2011-11-23 01:37:55 +0000,"Fresh UI" LOL http://t.co/18pu0hzh,http://c.dlnz.me/C2bq
139078896497860608,2011-11-22 20:32:47 +0000,RT @vemedio: I have a good feeling about Instacast HD. Will be available really soon.,
137649420824088576,2011-11-18 21:52:33 +0000,@EricFernandez Ok cool, good to know! Thanks,
137646900731060225,2011-11-18 21:42:33 +0000,@kkrewink LOL,
137646362312441856,2011-11-18 21:40:24 +0000,@rmxdave Agreed!,
137645515851567106,2011-11-18 21:37:02 +0000,@kkrewink Sadly yes, Kollin.,
137645209684152320,2011-11-18 21:35:49 +0000,@EricFernandez How is it?,
137645119397572608,2011-11-18 21:35:28 +0000,@kkrewink I meant to ask "Has anyone, except Kolin Krewinkle, purchased a Jawbone UP?",
137643401637150721,2011-11-18 21:28:38 +0000,Has anyone purchased a Jawbone UP?,
137642604559998976,2011-11-18 21:25:28 +0000,If you missed it last night, Music.app Icon @dribbble: http://t.co/1R5cTXv7,http://c.dlnz.me/BvVE
137641473528176640,2011-11-18 21:20:59 +0000,RT @chadhietala: @rnorgan you have arrived. Mensch is on  @BarackObama's new homepage. http://t.co/BJunkWj0,http://www.barackobama.com/
137318272768024576,2011-11-17 23:56:42 +0000,Music.app Icon @dribbble: http://t.co/1R5cTXv7,http://c.dlnz.me/BvVE
136965331875934208,2011-11-17 00:34:14 +0000,@jakewillsmith I forgot to tweet you yesterday. Did you get my PayPal email?,
136940501063581697,2011-11-16 22:55:34 +0000,RT @NateBoat: Man, @readability is fantastic and their app isn't even out yet! So gorgeous.,
136940492498804737,2011-11-16 22:55:32 +0000,@NateBoat Agreed!,
136856214771466240,2011-11-16 17:20:38 +0000,@dwaldron Hai &lt;3 http://t.co/crElPCTD,http://c.dlnz.me/Bqxg
136668577209131008,2011-11-16 04:55:02 +0000,Watching On The Verge http://t.co/QTed5f5F,http://c.dlnz.me/BqVa
136548191926620160,2011-11-15 20:56:40 +0000,RT @dcurtis: The new foursquare.com is fantastic. It's clean, fast, has great visual design, and great front-end code.,
135422822808956928,2011-11-12 18:24:51 +0000,Sky Lights http://t.co/U6W3FYef,http://instagr.am/p/T2BXx/
135213219550728192,2011-11-12 04:31:58 +0000,@MontyDesi You know you can change it,
135081751100932096,2011-11-11 19:49:33 +0000,RT @lobau: Rofl, just rofl http://t.co/eD9gJYKG,http://simplier.com/
133964966926618624,2011-11-08 17:51:51 +0000,Pumpkin Spice http://t.co/EUbPThuI,http://instagr.am/p/TSeob/
133755612533235712,2011-11-08 03:59:57 +0000,@Teagadinho http://t.co/iwV8JWwu The link to it is also in the sidebar here c.dlnz.me/4i7n,http://c.dlnz.me/BdiI
133733578646360064,2011-11-08 02:32:24 +0000,RT @mrgan: Verizon Google Motorola Droid Razr with Android Ice Cream Sandwich and Google,
133716879666716672,2011-11-08 01:26:03 +0000,@plinske http://t.co/E7UuuyR3,http://c.dlnz.me/BcX7
133702205671878656,2011-11-08 00:27:44 +0000,New @homescreen: http://t.co/1wAoOwjq,http://c.dlnz.me/4i7n
133700226497253376,2011-11-08 00:19:52 +0000,Website Idea @dribbble: http://t.co/n12DqAVB,http://c.dlnz.me/Bcbs
133030081533718528,2011-11-06 03:56:57 +0000,@NateBoat Did you turn off your location setting time zone setting?,
132977110330507265,2011-11-06 00:26:28 +0000,@mynameisraj Find the artwork online and drag it in.,
132901451671408640,2011-11-05 19:25:49 +0000,RT @ecouteapp: This was a first draft of Ecoute for iOS running on an iPhone 3GS.
http://t.co/0GgEYGIp,http://www.pixiapps.com/ldesroziers/showcase/ecouteios-wood.mov
132628611617402880,2011-11-05 01:21:39 +0000,Floating Chandeliers http://t.co/emFNePuJ,http://instagr.am/p/Swib4/
132219230287433728,2011-11-03 22:14:55 +0000,@NateBoat Lol. It took like 30 minutes for my account to get verified.,
132214841787170816,2011-11-03 21:57:29 +0000,My @oinkapp account just got verified!,
132201594002489344,2011-11-03 21:04:50 +0000,RT @kevinrose: Oink is out, download here: bit.ly/getoink,
132197431034122240,2011-11-03 20:48:18 +0000,Sweet! @oinkapp is out! http://t.co/AWG08rlM,http://c.dlnz.me/BXS0
132197362176233472,2011-11-03 20:48:01 +0000,@hrbrt The actual app link is live on their site now http://t.co/AWG08rlM,http://c.dlnz.me/BXS0
132196665233915904,2011-11-03 20:45:15 +0000,@TechCrunch @erickschonfeld Wrong Oink app,
131914249386725377,2011-11-03 02:03:02 +0000,I'm watching Steve Jobs -- One Last Thing @intonow  http://t.co/dYWlk2kn,http://into.tv/i/KOpC
131822017094746112,2011-11-02 19:56:32 +0000,RT @sparrowmailapp: In a few months, you'll get the Gmail experience you deserve on your iPhone.
Sparrow to the rescue!,
131571478553563136,2011-11-02 03:20:59 +0000,@syropian Awesome!,
131571253122301952,2011-11-02 03:20:05 +0000,@syropian Do you mind adding me to the beta ;),
131570312994242560,2011-11-02 03:16:21 +0000,@syropian Uhh, looks sweet man! Just added it to my list :),
131538536632549376,2011-11-02 01:10:05 +0000,I've noticed the battery indicator on my Macbook Pro now displays "Service Battery". Anyone else ever get this message? http://t.co/ZNb5owFg,http://c.dlnz.me/BSXn
